Date,Air Temp (F),Rel Hum (%),Wind Speed (mph),FWI
2016-01-09 06:00:00,41.27,80.25,0.80532,1.1047476199038122
2016-01-09 07:00:00,43.124,77.56,0.53688,1.0858552926580414
2016-01-09 08:00:00,46.922,70.69,1.43168,2.0742384202962616
2016-01-09 09:00:00,51.385999999999996,54.44,1.38694,2.6832106444810093
2016-01-09 10:00:00,55.166,44.88,1.63301,3.433362158219569
2016-01-09 11:00:00,57.434,41.56,2.70677,5.4062964935294175
2016-01-09 12:00:00,58.442,41.81,4.42926,8.490810137128829
2016-01-09 13:00:00,58.244,43.94,5.74909,10.624252394732663
2016-01-09 14:00:00,56.534000000000006,48.94,6.554410000000001,11.312553305096685
2016-01-09 15:00:00,53.672,58.81,5.99516,9.143065262654416
2016-01-09 16:00:00,49.766,77.0,3.95949,4.052485813193149
2016-01-09 17:00:00,48.092,84.94,4.048970000000001,2.9750651933139864
2016-01-09 18:00:00,47.75,88.0,3.1318,1.9883295146185542
2016-01-09 19:00:00,47.57,89.5,2.21463,1.340399592988173
2016-01-09 20:00:00,47.336,90.44,1.43168,0.9047416958396276
2016-01-09 21:00:00,46.994,90.06,0.96191,0.7363260216279441
2016-01-09 22:00:00,46.652,90.31,0.82769,0.6764951113620106
2016-01-09 23:00:00,46.49,90.5,1.02902,0.737700154282177
2016-01-10 00:00:00,45.986,91.56,0.98428,0.6677157390854317
2016-01-10 01:00:00,45.014,94.12,1.07376,0.5639502671011948
2016-01-10 02:00:00,43.664,97.25,1.31983,0.451124595862223
2016-01-10 03:00:00,43.268,98.0,1.3422,0.41082070084925054
2016-01-10 04:00:00,43.232,97.69,1.31983,0.42424121603296483
2016-01-10 05:00:00,43.124,97.44,1.18561,0.4105712285253826
2016-01-10 06:00:00,43.052,97.06,0.98428,0.3898205476432634
2016-01-10 07:00:00,44.6,94.44,1.09613,0.5524291952243606
2016-01-10 08:00:00,47.588,88.5,1.87908,1.2491377029819748
2016-01-10 09:00:00,50.756,82.38,1.31983,1.3405775699278513
2016-01-10 10:00:00,53.51,74.88,0.80532,1.376936682954439
2016-01-10 11:00:00,55.147999999999996,69.75,2.0133,2.782126037184129
2016-01-10 12:00:00,55.346000000000004,68.75,3.1318,4.16688640127016
2016-01-10 13:00:00,56.246,66.56,4.093710000000001,5.609989316985905
2016-01-10 14:00:00,56.57,65.56,4.96614,6.883160324424423
2016-01-10 15:00:00,55.471999999999994,67.88,4.85429,6.406760061947295
2016-01-10 16:00:00,52.322,81.38,2.55018,2.3238586149827367
2016-01-10 17:00:00,49.946,88.56,2.37122,1.518410264393447
2016-01-10 18:00:00,48.775999999999996,91.31,2.43833,1.2931514729299658
2016-01-10 19:00:00,47.714,93.25,2.5278099999999997,1.1428976300945124
2016-01-10 20:00:00,47.318,92.62,2.79625,1.311487187191254
2016-01-10 21:00:00,46.868,90.25,3.33313,1.8225025601487124
2016-01-10 22:00:00,46.292,87.88,3.87001,2.421165835334762
2016-01-10 23:00:00,45.59,86.88,4.004230000000001,2.6385171002816525
2016-01-11 00:00:00,44.33,87.81,3.93712,2.452546429316397
2016-01-11 01:00:00,42.44,91.44,3.71342,1.8168168719388935
2016-01-11 02:00:00,42.116,91.75,3.37787,1.6236726025056776
2016-01-11 03:00:00,42.35,90.38,3.1318,1.6743108104864894
2016-01-11 04:00:00,42.098,90.62,3.26602,1.709013866320108
2016-01-11 05:00:00,41.504000000000005,91.56,3.48972,1.6924805996396646
2016-01-11 06:00:00,41.036,91.44,3.6239400000000006,1.7646888886103265
2016-01-11 07:00:00,43.16,86.12,3.28839,2.26992287988912
2016-01-11 08:00:00,49.370000000000005,67.56,5.8162,7.586699883083047
2016-01-11 09:00:00,53.186,50.5,7.717650000000001,12.571397339437402
2016-01-11 10:00:00,55.814,41.81,8.20979,15.418666857988608
2016-01-11 11:00:00,57.488,38.5,7.85187,15.400058064395369
2016-01-11 12:00:00,58.316,39.69,6.84522,13.27679392385843
2016-01-11 13:00:00,58.64,38.69,6.174119999999999,12.156498113489254
2016-01-11 14:00:00,58.226,38.0,5.65961,11.259968208120611
2016-01-11 15:00:00,56.408,44.38,4.27267,7.928682146886081
2016-01-11 16:00:00,51.278000000000006,62.31,1.52116,2.5936597910861514
2016-01-11 17:00:00,48.164,65.19,1.40931,2.326362153361281
2016-01-11 18:00:00,46.814,67.75,1.76723,2.5859052803629416
2016-01-11 19:00:00,45.788,68.5,2.16989,2.9853309822314023
2016-01-11 20:00:00,45.05,67.69,2.4607,3.374811260265404
2016-01-11 21:00:00,44.294,66.62,2.70677,3.745973444455724
2016-01-11 22:00:00,43.574,65.5,2.88573,4.050273594924519
2016-01-11 23:00:00,42.998000000000005,63.75,3.01995,4.355316729000601
2016-01-12 00:00:00,42.44,61.94,3.19891,4.726909128106672
2016-01-12 01:00:00,42.188,59.12,3.19891,4.9242241620495655
2016-01-12 02:00:00,41.648,57.31,3.1318,4.935366424066196
